empresa,Nombre,status,partind,naics1,naics2,SectorEconomatica
TRS,Trimas Corp,activo,,Industrias manufactureras,Fabricación de productos metálicos forjados y troquelados,Siderur & Metalur
TRST,Trustco Bank Corp NY,activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
TRT,Trio-Tech Intl,activo,,Industrias manufactureras,"Fabricación de maquinaria y equipo para las industrias manufactureras, excepto la metalmecánica",Maquinaria Indust
TRTX,"Tpg Re Finance Trust, Inc",activo,,Servicios financieros y de seguros,Otros fondos,Fondos
TRU,Transunion,activo,,"Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación","Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",Otros
TRUE,"Truecar, Inc",activo,,"Servicios profesionales, científicos y técnicos","Servicios profesionales, científicos y técnicos",Otros
TRUP,"Trupanion, Inc",activo,,Servicios financieros y de seguros,Instituciones de seguros,Finanzas y Seguros
TRV,"Travelers Companies, Inc",activo,.12,Servicios financieros y de seguros,Instituciones de seguros,Finanzas y Seguros
TRVI,"Trevi Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
TRVN,"Trevena, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
TRW__old,TRW Automotive Hldg Corp,cancelado,,Industrias manufactureras,Fabricación de carrocerías y remolques,Vehículos y Pieza
TRW_old,TRW Inc,cancelado,,Industrias manufactureras,Fabricación de carrocerías y remolques,Vehículos y Pieza
TRZ_old,Trizec Properties Inc,cancelado,,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,Alquiler sin intermediación de bienes raíces,Otros
TSA__old,Sports Authority Inc-Old,cancelado,,Comercio al por menor,Otros tipos de tienda,Comercio
TSA_old,Sports Authority Inc,cancelado,,Comercio al por menor,Otros tipos de tienda,Comercio
TSBK,Timberland Bancorp Inc,activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
TSBX,Turnstone Biologics Corp,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
TSCO,Tractor Supply Co,activo,.06,Comercio al por menor,Tienda de materiales para construcción y jardineria,Comercio
TSC_old,Tristate Capital Hldg Inc,cancelado,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
TSE,Trinseo Plc,activo,,Industrias manufactureras,"Fabricación de resinas y hules sintéticos, y fibras químicas",Química
TSFG_old,South Financial Group Inc,cancelado,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
TSG_old,Sabre Hldg Corp,cancelado,,"Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación",Agencias de viajes y servicios de reservaciones,Otros
TSHA,"Taysha Gene Therapies, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
TSLA,"Tesla, Inc",activo,1.28,Industrias manufactureras,Fabricación de automóviles y camiones,Vehículos y Pieza
TSLX,"Sixth Street Specialty Lending, Inc",activo,,Industrias manufactureras,Otras industrias manufactureras,Otros
TSN,"Tyson Foods, Inc",activo,.04,Industrias manufactureras,"Matanza, empacado y procesamiento de carne de ganado, aves y otros animales comestibles",Alimentos y Beb
TSP,Tusimple Hldg Inc,activo,,"Servicios profesionales, científicos y técnicos",Servicios de diseño de sistemas de cómputo y servicios relacionados,Software y Datos
TSQ,"Townsquare Media, Inc",activo,,Información en medios masivos,Transmisión de programas de radio y televisión,Otros
TSRI,"Tsr, Inc",activo,,"Servicios profesionales, científicos y técnicos",Servicios de diseño de sistemas de cómputo y servicios relacionados,Software y Datos
TSRO_old,"Tesaro, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
TSS_old,"Total System Services, Inc",cancelado,,"Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación","Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",Otros
TST_old,"Thestreet, Inc",cancelado,,Información en medios masivos,"Edición de periódicos, revistas, libros y similares",Otros
TTC,The Toro Company,activo,,Industrias manufactureras,Fabricación de herramientas de mano sin motor y utensilios de cocina metálicos,Siderur & Metalur
TTCF_old,"Tattooed Chef, Inc",cancelado,,Industrias manufactureras,Otras industrias alimentarias,Alimentos y Beb
TTD,"Trade Desk, Inc",activo,,"Servicios profesionales, científicos y técnicos","Servicios profesionales, científicos y técnicos",Otros
TTEC,Ttec Hldg Inc,activo,,"Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación",Servicios de empleo,Otros
TTEK,"Tetra Tech, Inc",activo,,"Servicios profesionales, científicos y técnicos","Servicios de arquitectura, ingeniería y actividades relacionadas",Otros
TTGT,Techtarget Inc,activo,,Información en medios masivos,Operadores de servicios de telecomunicaciones alámbricas,Telecomunicación
TTI,"Tetra Technologies, Inc",activo,,"Minería, explotación de canteras y extracción de petróleo y gas",Extracción de petróleo y gas,Petróleo y Gas
TTMI,Ttm Technologies Inc,activo,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
TTNP,"Titan Pharmaceuticals, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
TTN_old,Titan Corp,cancelado,,"Servicios profesionales, científicos y técnicos",Servicios de diseño de sistemas de cómputo y servicios relacionados,Software y Datos
TTOO,"T2 Biosystems, Inc",activo,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
TTPH_old,Tetraphase Pharmaceuticals Inc,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
TTSH,Tile Shop Hldg Inc,activo,,Comercio al por menor,Tienda de muebles y artículos de decoración,Comercio
TTWO,"Take-Two Interactive Software, Inc",activo,.06,Información en medios masivos,Edición de software,Software y Datos
TT_old,Trane Inc,cancelado,,Industrias manufactureras,"Fabricación de equipo de aire acondicionado, calefacción, y de refrigeración industrial y comercial",Maquinaria Indust
TUBE_old,Tubemogul Inc,cancelado,,Información en medios masivos,Edición de software,Software y Datos
TUES_old,Tuesday Morning Corp,cancelado,,Comercio al por menor,Otras tiendas de mercancias diversas,Comercio
TUMI_old,Tumi Hldg Inc,cancelado,,Industrias manufactureras,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Otros
TUP,Tupperware Brands Corp,activo,,Industrias manufactureras,Fabricación de productos de plástico,Otros
TUSK,"Mammoth Energy Services, Inc",activo,,"Minería, explotación de canteras y extracción de petróleo y gas",Servicios relacionados con la minería,Minería
TVTX,"Travere Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
TVTY_old,"Tivity Health, Inc",cancelado,,Servicios de salud y de asistencia social,Servicios de salud y de asistencia social,Otros
TW,Tradeweb Markets Inc,activo,,Servicios financieros y de seguros,"Casas de bolsa, casas de cambio y centros cambiarios",Finanzas y Seguros
TWC_old,Time Warner Cable Inc,cancelado,,Información en medios masivos,Producción de programación de canales para sistemas de televisión por cable o satelitales,Otros
TWER_old,Towerstream Corp,cancelado,,Información en medios masivos,Otros servicios de telecomunicaciones,Telecomunicación
TWFG,Twfg Inc,activo,,Industrias manufactureras,Otras industrias manufactureras,Otros
TWI,"Titan Intl, Inc",activo,,Industrias manufactureras,Fabricación de productos de hierro y acero,Siderur & Metalur
TWIN,Twin Disc Inc,activo,,Industrias manufactureras,Fabricación de otra maquinaria y equipo para la industria en general,Maquinaria Indust
TWKS,"Thoughtworks Holding, Inc",activo,,"Servicios profesionales, científicos y técnicos",Servicios de diseño de sistemas de cómputo y servicios relacionados,Software y Datos
TWLO,Twilio Inc,activo,,Información en medios masivos,Edición de software,Software y Datos
TWNK_old,"Hostess Brands, Inc",cancelado,,Industrias manufactureras,Elaboración de productos de panadería y tortillas,Alimentos y Beb
TWO,Two Harbors Investment Corp,activo,,Servicios financieros y de seguros,Otros fondos,Fondos
TWOU,"2u, Inc",activo,,Información en medios masivos,Edición de software,Software y Datos
TWST,Twist Bioscience Corp,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
TWTC_old,Tw Telecom Inc,cancelado,,Información en medios masivos,Operadores de servicios de telecomunicaciones alámbricas,Telecomunicación
TWTR_old,"Twitter, Inc",cancelado,,"Servicios profesionales, científicos y técnicos","Servicios profesionales, científicos y técnicos",Otros
TWX__old,Time Warner Inc,cancelado,,Información en medios masivos,Producción de programación de canales para sistemas de televisión por cable o satelitales,Otros
TWX_old,Time Warner Inc,cancelado,,Información en medios masivos,Industria fílmica y del video,Otros
TW_old,Towers Watson & Co.,cancelado,,"Servicios profesionales, científicos y técnicos","Servicios de consultoría administrativa, científica y técnica",Otros
TXG,"10x Genomics, Inc",activo,,Industrias manufactureras,"Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",Electroelectronic
TXMD,"Therapeuticsmd, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
TXN,Texas Instruments Inc,activo,.35,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
TXRH,"Texas Roadhouse, Inc",activo,,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,Restaurante y otros lugares para comer,Otros
TXT,Textron Inc,activo,.04,Industrias manufactureras,Fabricación de equipo aeroespacial,Vehículos y Pieza
TXTR_old,Textura Corp,cancelado,,Información en medios masivos,Edición de software,Software y Datos
TXU_old,Energy Future Hldg Corp,cancelado,,"Empresas de electricidad, gas y agua","Generación, transmisión y suministro de energía eléctrica",Energía Eléctrica
TX_old,Texaco Inc,cancelado,,Industrias manufactureras,Fabricación de productos derivados del petróleo y del carbón,Petróleo y Gas
TYL,"Tyler Technologies, Inc",activo,.04,Información en medios masivos,Edición de software,Software y Datos
TYPE_old,Monotype Imaging Hldg Inc,cancelado,,"Servicios profesionales, científicos y técnicos",Servicios de diseño de sistemas de cómputo y servicios relacionados,Software y Datos
TYRA,"Tyra Biosciences, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
TZOO,Travelzoo,activo,,"Servicios profesionales, científicos y técnicos","Servicios de publicidad, relaciones públicas y actividades relacionadas",Otros
T_old,AT&T Corp-Old,cancelado,,Información en medios masivos,Operadores de servicios de telecomunicaciones alámbricas,Telecomunicación
U,Unity Software Inc,activo,,Información en medios masivos,Edición de software,Software y Datos
UAA,"Under Armour, Inc",activo,,Industrias manufactureras,Fabricación de prendas de vestir,Textil
UAL,United Airlines Hldg Inc,activo,.03,"Transportes, correos y almacenamiento",Transporte aéreo regular,Transporte Servic
UAMY,United States Antimony Corp,activo,,Industrias manufactureras,Industrias metálicas básicas,Siderur & Metalur
UAM_old,Universal American Corp,cancelado,,Servicios financieros y de seguros,Instituciones de seguros,Finanzas y Seguros
UAVS,Ageagle Aerial Systems Inc,activo,,Industrias manufactureras,Fabricación de equipo aeroespacial,Vehículos y Pieza
UBCP,"United Bancorp, Inc",activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
UBER,"Uber Technologies, Inc",activo,.38,"Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación","Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",Otros
UBFO,United Security Bancshares,activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
UBNK_old,"United Financial Bancorp, Inc",cancelado,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
UBOH_old,United Bancshares Inc,cancelado,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
UBP_old,Urstadt Biddle Properties Inc,cancelado,,Servicios financieros y de seguros,Otros fondos,Fondos
UBSI,United Bankshares Inc,activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
UBX,"Unity Biotechnology, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
UB_old,MUFG Americas Hldg Corp,cancelado,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
UCBA_old,United Community Bancorp,cancelado,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
UCBH_old,UCBH Hldg Inc,cancelado,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
UCBI,"United Community Banks, Inc",activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
UCFC_old,United Community Financial Corp,cancelado,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
UCL_old,Unocal Corp,cancelado,,"Minería, explotación de canteras y extracción de petróleo y gas",Extracción de petróleo y gas,Petróleo y Gas
UCM_old,Unicom Corp,cancelado,,"Empresas de electricidad, gas y agua","Generación, transmisión y suministro de energía eléctrica",Energía Eléctrica
UCOMA_old,Unitedglobalcom Inc,cancelado,,Información en medios masivos,Producción de programación de canales para sistemas de televisión por cable o satelitales,Otros
UCP_old,"Ucp, Inc",cancelado,,Construcción,Edificación residencial,Construcción
UCTT,Ultra Clean Hldg Inc,activo,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
UDI_old,United Defense Industries Inc,cancelado,,Industrias manufactureras,Fabricación de otro equipo de transporte,Vehículos y Pieza
UDMY,"Udemy, Inc",activo,,Servicios educativos,Servicios educativos,Otros
UDR,"UDR, Inc",activo,.03,Servicios financieros y de seguros,Otros fondos,Fondos
UE,Urban Edge Properties,activo,,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,Servicios inmobiliarios,Otros
UEC,Uranium Energy Corp,activo,,"Minería, explotación de canteras y extracción de petróleo y gas",Minería de minerales metálicos,Minería
UEIC,Universal Electronics Inc,activo,,Industrias manufactureras,Fabricación de equipo de audio y de video,Electroelectronic
UFAB_old,"Unique Fabricating, Inc",cancelado,,Industrias manufactureras,Fabricación de carrocerías y remolques,Vehículos y Pieza
UFCS,"United Fire Group, Inc",activo,,Servicios financieros y de seguros,Instituciones de seguros,Finanzas y Seguros
UFI,Unifi Inc,activo,,Industrias manufactureras,Fabricación de insumos textiles y acabado de textiles,Textil
UFPI,"Ufp Industries, Inc",activo,,Industrias manufactureras,Aserrado y conservación de la madera,Otros
UFPT,"Ufp Technologies, Inc",activo,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
UFS_old,Domtar Corp,cancelado,,Industrias manufactureras,"Fabricación de pulpa, papel y cartón",Papel y Celulosa
UG,United Guardian Inc,activo,,Industrias manufactureras,"Fabricación de jabones, limpiadores y preparaciones de tocador",Química
UGI,UGI Corp,activo,,"Empresas de electricidad, gas y agua",Suministro de gas por ductos al consumidor final,Petróleo y Gas
UHAL_B,U-Haul Holding Co,activo,,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,"Alquiler de automóviles, camiones y otros transportes terrestres",Otros
UHS,Universal Health Services Inc,activo,.02,Servicios de salud y de asistencia social,Hospitales generales,Otros
UHT,Universal Health Realty Income Trust,activo,,Servicios financieros y de seguros,Otros fondos,Fondos
UI,Ubiquiti Inc,activo,,Industrias manufactureras,Fabricación de equipo de comunicación,Electroelectronic
UIS,Unisys Corp,activo,,"Servicios profesionales, científicos y técnicos",Servicios de diseño de sistemas de cómputo y servicios relacionados,Software y Datos
ULBI,Ultralife Corp,activo,,Industrias manufactureras,Fabricación de otros equipos y accesorios eléctricos,Electroelectronic
ULCC,Frontier Group Hldg Inc,activo,,"Transportes, correos y almacenamiento",Transporte aéreo regular,Transporte Servic
ULH,Universal Logistics Hldg Inc,activo,,"Transportes, correos y almacenamiento",Autotransporte de carga general,Transporte Servic
ULTA,"Ulta Beauty, Inc",activo,.06,Comercio al por menor,Comercio al por menor,Comercio
ULTI_old,Ultimate Software Group Inc,cancelado,,Información en medios masivos,Edición de software,Software y Datos
UMBF,Umb Financial Corp,activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
UMG_old,Mediaone Group Inc,cancelado,,Información en medios masivos,Operadores de servicios de telecomunicaciones alámbricas,Telecomunicación
UMH,"Umh Properties, Inc",activo,,Servicios financieros y de seguros,Otros fondos,Fondos
UMPQ_old,Umpqua Hldg Corp,cancelado,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
UNAM_old,Unico American Corp,cancelado,,Servicios financieros y de seguros,Instituciones de seguros,Finanzas y Seguros
UNB,"Union Bankshares, Inc",activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
UNCY,"Unicycive Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
UNF,Unifirst Corp,activo,,Otros servicios excepto actividades gubernamentales,Servicios personales,Otros
UNFI,"United Natural Foods, Inc",activo,,Comercio al por mayor,Comercio al por mayor de productos de tienda de comestibles,Comercio
UNH,Unitedhealth Group Inc,activo,1.14,Servicios financieros y de seguros,Instituciones de seguros,Finanzas y Seguros
UNIS_old,Unilife Corp,cancelado,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
UNIT,Uniti Group Inc,activo,,Servicios financieros y de seguros,Otros fondos,Fondos
UNM,Unum Group,activo,,Servicios financieros y de seguros,Instituciones de seguros,Finanzas y Seguros
UNP,Union Pacific Corp,activo,.36,"Transportes, correos y almacenamiento",Transporte por ferrocarril,Transporte Servic
UNTD_old,United Online Inc,cancelado,,"Servicios profesionales, científicos y técnicos","Servicios profesionales, científicos y técnicos",Otros
UNTY,"Unity Bancorp, Inc",activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
UNT_old,Unit Corp,cancelado,,"Minería, explotación de canteras y extracción de petróleo y gas",Extracción de petróleo y gas,Petróleo y Gas
UNVR_old,Univar Solutions Inc,cancelado,,Comercio al por mayor,Comercio al por mayor de productos químicos,Comercio
UNXL_old,Uni-Pixel,cancelado,,Industrias manufactureras,Fabricación de equipo de comunicación,Electroelectronic
UONE,"Urban One, Inc",activo,,Información en medios masivos,Transmisión de programas de radio y televisión,Otros
UPBD,"Upbound Group, Inc",activo,,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,Alquiler de artículos para el hogar y personales,Otros
UPC_old,Union Planters Corp,cancelado,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
UPLD,"Upland Software, Inc",activo,,Información en medios masivos,Edición de software,Software y Datos
UPL_old,Ultra Petroleum Corp,cancelado,,"Minería, explotación de canteras y extracción de petróleo y gas",Extracción de petróleo y gas,Petróleo y Gas
UPS,"United Parcel Service, Inc",activo,.25,"Transportes, correos y almacenamiento",Autotransporte de carga,Transporte Servic
UPST,Upstart Hldg Inc,activo,,Servicios financieros y de seguros,Servicios financieros y de seguros,Finanzas y Seguros
UPWK,Upwork Inc,activo,,Información en medios masivos,"Procesamiento electrónico de información, hospedaje y otros servicios relacionados",Software y Datos
UQM_old,Uqm Technologies Inc,cancelado,,Industrias manufactureras,Fabricación de equipo de comunicación,Electroelectronic
URBN,Urban Outfitters Inc,activo,,Comercio al por menor,Tienda de ropas,Comercio
URG,Ur-Energy Inc,activo,,"Minería, explotación de canteras y extracción de petróleo y gas",Minería de minerales metálicos,Minería
URI,"United Rentals, Inc",activo,.1,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,Alquiler de artículos para el hogar y personales,Otros
UROV_old,Urovant Sciences Ltd.,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
URS_old,URS Corp,cancelado,,"Servicios profesionales, científicos y técnicos","Servicios de arquitectura, ingeniería y actividades relacionadas",Otros
USAK_old,USA Truck Inc,cancelado,,"Transportes, correos y almacenamiento",Autotransporte de carga general,Transporte Servic
USAP,Universal Stainless & Alloy Products Inc,activo,,Industrias manufactureras,Fabricación de productos de hierro y acero,Siderur & Metalur
USAT_old,"Cantaloupe, Inc",cancelado,,Industrias manufactureras,Fabricación de maquinaria y equipo para el comercio y los servicios,Maquinaria Indust
USAU,U.S. Gold Corp,activo,,"Minería, explotación de canteras y extracción de petróleo y gas",Minería de minerales metálicos,Minería
USB,US Bancorp,activo,.15,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
USCR_old,"U.S. Concrete, Inc",cancelado,,Industrias manufactureras,Fabricación de cemento y productos de concreto,Minerales no Met
USEG,US Energy Corp,activo,,"Minería, explotación de canteras y extracción de petróleo y gas",Extracción de petróleo y gas,Petróleo y Gas
USER_old,"Usertesting, Inc",cancelado,,Información en medios masivos,Edición de software,Software y Datos
USFD,US Foods Holding Corp,activo,,Comercio al por mayor,Comercio al por mayor de productos de tienda de comestibles,Comercio
USG_old,USG Corp,cancelado,,Industrias manufactureras,Fabricación de productos a base de minerales no metálicos,Minerales no Met
USIO,"Usio, Inc",activo,,Servicios financieros y de seguros,Uniones de crédito e instituciones de ahorro,Finanzas y Seguros
USLM,United States Lime & Minerals Inc,activo,,"Minería, explotación de canteras y extracción de petróleo y gas",Minería de minerales no metálicos,Minería
USM,United States Cellular Corp,activo,,Información en medios masivos,Operadores de servicios de telecomunicaciones inalámbricas (excepto satélite),Telecomunicación
USMD_old,USMD Hldg Inc,cancelado,,Servicios de salud y de asistencia social,Hospitales generales,Otros
USNA,"Usana Health Sciences, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
USPH,U S Physical Therapy Inc,activo,,Servicios de salud y de asistencia social,Servicios de salud y de asistencia social,Otros
USPI_old,United Surgical Partners Intl Inc,cancelado,,Servicios de salud y de asistencia social,Hospitales generales,Otros
UST_old,UST Inc,cancelado,,Industrias manufactureras,Industria del tabaco,Otros
USX_old,US Xpress Enterprises Inc,cancelado,,"Transportes, correos y almacenamiento",Autotransporte de carga general,Transporte Servic
UTEK_old,Ultratech Inc,cancelado,,Industrias manufactureras,"Fabricación de calderas, tanques y envases metálicos",Siderur & Metalur
UTF,Cohen & Steers Infrastructure Fund Inc,activo,,Industrias manufactureras,Otras industrias manufactureras,Otros
UTG,Reaves Utility Income,activo,,Industrias manufactureras,Otras industrias manufactureras,Otros
UTHR,United Therapeutics Corp,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
UTI,"Universal Technical Institute, Inc",activo,,Servicios educativos,Servicios educativos,Otros
UTIW_old,UTI Worldwide Inc,cancelado,,"Transportes, correos y almacenamiento",Servicios de intermediación para el transporte de carga,Transporte Servic
UTL,Unitil Corp,activo,,"Empresas de electricidad, gas y agua","Generación, transmisión y suministro de energía eléctrica",Energía Eléctrica
UTMD,Utah Medical Products Inc,activo,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
UTRS_old,"Minerva Surgical, Inc",cancelado,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
UUU,Universal Security Instruments Inc,activo,,Comercio al por mayor,Comercio al por mayor de articulos electricos,Comercio
UUUU,Energy Fuels Inc,activo,,"Minería, explotación de canteras y extracción de petróleo y gas",Minería de minerales no metálicos,Minería
UVE,Universal Insurance Hldg Inc,activo,,Servicios financieros y de seguros,Instituciones de seguros,Finanzas y Seguros
UVN_old,Univision Comm Inc,cancelado,,Información en medios masivos,Transmisión de programas de radio y televisión,Otros
UVSP,Univest Financial Corp,activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
UVV,Universal Corp,activo,,Comercio al por mayor,Comercio al por mayor de material primario para productos rurales,Comercio
UWN_old,Nevada Gold & Casinos Inc,cancelado,,"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",Otros servicios recreativos,Otros
V,Visa Inc,activo,1.06,"Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación","Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",Otros
VAC,Marriott Vacations Worldwide Corp,activo,,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,Alquiler sin intermediación de bienes raíces,Otros
VALU,Value Line Inc,activo,,Servicios financieros y de seguros,Otros servicios relacionados con la intermediación bursátil,Finanzas y Seguros
VAL_old,Valspar Corp,cancelado,,Industrias manufactureras,"Fabricación de pinturas, recubrimientos y adhesivos",Química
VANI,"Vivani Medical, Inc",activo,,Industrias manufactureras,"Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",Electroelectronic
VAPO_old,Vapotherm Inc,cancelado,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
VAR_old,"Varian Medical Systems, Inc",cancelado,,Industrias manufactureras,"Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",Electroelectronic
VASC_old,Vascular Solutions Inc,cancelado,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
VATE,Innovate Corp,activo,,Industrias manufactureras,Fabricación de estructuras metálicas y productos de herrería,Siderur & Metalur
VAXX_old,"Vaxxinity, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VA_old,Virgin America Inc,cancelado,,"Transportes, correos y almacenamiento",Transporte aéreo regular,Transporte Servic
VBFC,Village Bank & Trust Financial Corp,activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
VBIV,Vbi Vaccines Inc/Bc,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VBTX,Veritex Hldg Inc,activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
VC,Visteon Corp,activo,,Industrias manufactureras,Fabricación de carrocerías y remolques,Vehículos y Pieza
VCEL,Vericel Corp,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VCI_old,Valassis Comm Inc,cancelado,,"Servicios profesionales, científicos y técnicos","Servicios de publicidad, relaciones públicas y actividades relacionadas",Otros
VCNX,"Vaccinex, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VCRA_old,"Vocera Comm, Inc",cancelado,,Industrias manufactureras,Fabricación de equipo de comunicación,Electroelectronic
VCTR,Victory Capital Hldg Inc,activo,,Servicios financieros y de seguros,Otros servicios relacionados con la intermediación bursátil,Finanzas y Seguros
VCYT,"Veracyte, Inc",activo,,Servicios de salud y de asistencia social,Laboratorios médicos y de diagnóstico,Otros
VECO,Veeco Instruments Inc,activo,,Industrias manufactureras,"Fabricación de maquinaria y equipo para las industrias manufactureras, excepto la metalmecánica",Maquinaria Indust
VEEE,Twin Vee Powercats Co.,activo,,Industrias manufactureras,Fabricación de embarcaciones,Vehículos y Pieza
VEEV,Veeva Systems Inc,activo,,Información en medios masivos,Edición de software,Software y Datos
VEI_old,Vine Energy Inc,cancelado,,"Minería, explotación de canteras y extracción de petróleo y gas",Extracción de petróleo y gas,Petróleo y Gas
VEL,"Velocity Financial, Inc",activo,,Servicios financieros y de seguros,Servicios financieros y de seguros,Finanzas y Seguros
VERA,"Vera Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VERI,"Veritone, Inc",activo,,Información en medios masivos,"Procesamiento electrónico de información, hospedaje y otros servicios relacionados",Software y Datos
VERO,Venus Concept Inc,activo,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
VERU,Veru Inc,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VERV,"Verve Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VERX,"Vertex, Inc",activo,,Información en medios masivos,Edición de software,Software y Datos
VER_old,"Vereit, Inc",cancelado,,Servicios financieros y de seguros,Otros fondos,Fondos
VFC,V. F. Corp,activo,.01,Industrias manufactureras,Confección de prendas de vestir,Textil
VGR,Vector Group Ltd,activo,,Industrias manufactureras,Industria del tabaco,Otros
VGZ,Vista Gold Corp,activo,,"Minería, explotación de canteras y extracción de petróleo y gas",Minería de minerales metálicos,Minería
VG_old,Vonage Hldg Corp,cancelado,,Información en medios masivos,Operadores de servicios de telecomunicaciones alámbricas,Telecomunicación
